,source,symbol,bullish_intensity,bearish_intensity,bull_minus_bear,bull_scored_messages,bear_scored_messages,bull_bear_msg_ratio,total_scanned_messages,sid,asof_date,timestamp
217,stocktwits,ANIK,0,0,0,0,0,0,3,8910,10/24/15 4:00,00:00.0
218,stocktwits,ANIK,0,0,0,0,0,0,1,8910,10/23/15 4:00,00:00.0
219,stocktwits,ANIK,0,0,0,0,0,0,1,8910,10/22/15 4:00,00:00.0
220,stocktwits,ANIK,0,0,0,0,0,0,1,8910,10/21/15 4:00,00:00.0
221,stocktwits,ANIK,0,0,0,0,0,0,1,8910,10/15/15 4:00,00:00.0
222,stocktwits,ANIK,0.51,0,0.51,1,0,0,3,8910,10/14/15 4:00,00:00.0
223,stocktwits,ANIK,0,0,0,0,0,0,2,8910,10/12/15 4:00,00:00.0
224,stocktwits,ANIK,0,0,0,0,0,0,1,8910,10/6/15 4:00,00:00.0
225,stocktwits,ANIK,2.2,0,2.2,1,0,0,2,8910,9/29/15 4:00,00:00.0
226,stocktwits,ANIK,0,0,0,0,0,0,1,8910,9/28/15 4:00,00:00.0
227,stocktwits,ANIK,0,0,0,0,0,0,1,8910,9/24/15 4:00,00:00.0
228,stocktwits,ANIK,0,0,0,0,0,0,1,8910,9/20/15 4:00,00:00.0
229,stocktwits,ANIK,0,2.78,-2.78,0,1,0,1,8910,9/19/15 4:00,00:00.0
230,stocktwits,ANIK,0,2.89,-2.89,0,1,0,1,8910,9/9/15 4:00,00:00.0
231,stocktwits,ANIK,0,0,0,0,0,0,1,8910,8/31/15 4:00,00:00.0
232,stocktwits,ANIK,0,0,0,0,0,0,3,8910,8/28/15 4:00,00:00.0
233,stocktwits,ANIK,0,0,0,0,0,0,1,8910,8/25/15 4:00,00:00.0
234,stocktwits,ANIK,0,0,0,0,0,0,1,8910,8/24/15 4:00,00:00.0
235,stocktwits,ANIK,0,1.9,-1.9,0,1,0,1,8910,8/21/15 4:00,00:00.0
236,stocktwits,ANIK,0,0,0,0,0,0,1,8910,8/19/15 4:00,00:00.0
237,stocktwits,ANIK,0,0,0,0,0,0,2,8910,8/18/15 4:00,00:00.0
238,stocktwits,ANIK,2.92,0,2.92,1,0,0,1,8910,8/15/15 4:00,00:00.0
239,stocktwits,ANIK,0,0,0,0,0,0,1,8910,8/12/15 4:00,00:00.0
240,stocktwits,ANIK,0,0,0,0,0,0,2,8910,8/11/15 4:00,8/12/15 4:00
241,stocktwits,ANIK,2.23,0,2.23,1,0,0,1,8910,8/10/15 4:00,8/11/15 4:00
242,stocktwits,ANIK,0,0,0,0,0,0,1,8910,8/6/15 4:00,8/7/15 4:00
243,stocktwits,ANIK,2.58,0,2.58,1,0,0,2,8910,8/4/15 4:00,8/5/15 4:00
244,stocktwits,ANIK,1.9,0,1.9,1,0,0,4,8910,8/3/15 4:00,8/4/15 4:00
245,stocktwits,ANIK,1.36,0,1.36,1,0,0,4,8910,7/31/15 4:00,8/1/15 4:00
246,stocktwits,ANIK,1.11,0,1.11,5,0,0,9,8910,7/30/15 4:00,7/31/15 4:00
247,stocktwits,ANIK,0.06,0,0.06,1,0,0,13,8910,7/29/15 4:00,7/30/15 4:00
248,stocktwits,ANIK,1.33,0,1.33,3,0,0,4,8910,7/28/15 4:00,7/29/15 4:00
249,stocktwits,ANIK,0.8,0,0.8,1,0,0,2,8910,7/25/15 4:00,7/26/15 4:00
250,stocktwits,ANIK,1.81,0,1.81,4,0,0,4,8910,7/23/15 4:00,7/24/15 4:00
251,stocktwits,ANIK,1.21,0,1.21,3,0,0,3,8910,7/22/15 4:00,7/23/15 4:00
252,stocktwits,ANIK,0,0,0,0,0,0,2,8910,7/21/15 4:00,7/22/15 4:00
253,stocktwits,ANIK,0,0,0,0,0,0,1,8910,7/19/15 4:00,7/20/15 4:00
254,stocktwits,ANIK,2.24,0,2.24,1,0,0,1,8910,7/16/15 4:00,7/17/15 4:00
255,stocktwits,ANIK,1.52,0,1.52,1,0,0,3,8910,7/15/15 4:00,7/16/15 4:00
256,stocktwits,ANIK,2.23,0,2.23,1,0,0,1,8910,7/14/15 4:00,7/15/15 4:00
257,stocktwits,ANIK,2.21,0,2.21,1,0,0,1,8910,7/13/15 4:00,7/14/15 4:00
258,stocktwits,ANIK,0,0,0,0,0,0,1,8910,7/10/15 4:00,7/11/15 4:00
259,stocktwits,ANIK,2.1,0,2.1,2,0,0,3,8910,7/9/15 4:00,7/10/15 4:00
260,stocktwits,ANIK,0,0,0,0,0,0,1,8910,6/29/15 4:00,6/30/15 4:00
261,stocktwits,ANIK,2.33,1.14,1.19,1,2,0.5,5,8910,6/26/15 4:00,6/27/15 4:00
262,stocktwits,ANIK,0,3.56,-3.56,0,1,0,1,8910,6/25/15 4:00,6/26/15 4:00
263,stocktwits,ANIK,1.89,0,1.89,1,0,0,1,8910,6/24/15 4:00,6/25/15 4:00
264,stocktwits,ANIK,1.46,0,1.46,1,0,0,4,8910,6/23/15 4:00,6/24/15 4:00
265,stocktwits,ANIK,2.56,0,2.56,1,0,0,1,8910,6/21/15 4:00,6/22/15 4:00
266,stocktwits,ANIK,2.43,0,2.43,3,0,0,6,8910,6/19/15 4:00,6/20/15 4:00
267,stocktwits,ANIK,0,0,0,0,0,0,4,8910,6/17/15 4:00,6/18/15 4:00
268,stocktwits,ANIK,0,1.89,-1.89,0,2,0,4,8910,6/16/15 4:00,6/17/15 4:00
269,stocktwits,ANIK,2.22,0,2.22,3,0,0,3,8910,6/15/15 4:00,6/16/15 4:00
270,stocktwits,ANIK,1.8,0,1.8,1,0,0,2,8910,6/12/15 4:00,6/13/15 4:00
271,stocktwits,ANIK,2.1,0,2.1,2,0,0,2,8910,6/11/15 4:00,6/12/15 4:00
272,stocktwits,ANIK,2.25,0,2.25,1,0,0,1,8910,6/10/15 4:00,6/11/15 4:00
273,stocktwits,ANIK,1.49,0,1.49,1,0,0,4,8910,6/8/15 4:00,6/9/15 4:00
274,stocktwits,ANIK,0.92,0,0.92,1,0,0,1,8910,6/5/15 4:00,6/6/15 4:00
275,stocktwits,ANIK,0,0,0,0,0,0,1,8910,6/4/15 4:00,6/5/15 4:00
276,stocktwits,ANIK,1.7,1.1,0.6,4,2,2,11,8910,5/29/15 4:00,5/30/15 4:00
277,stocktwits,ANIK,1.2,1.44,-0.24,1,2,0.5,5,8910,5/28/15 4:00,5/29/15 4:00
278,stocktwits,ANIK,0,2.3,-2.3,0,1,0,2,8910,5/27/15 4:00,5/28/15 4:00
279,stocktwits,ANIK,0,0,0,0,0,0,3,8910,5/26/15 4:00,5/27/15 4:00
280,stocktwits,ANIK,2.81,0,2.81,1,0,0,1,8910,5/22/15 4:00,5/23/15 4:00
281,stocktwits,ANIK,2.8,0,2.8,1,0,0,2,8910,5/21/15 4:00,5/22/15 4:00
282,stocktwits,ANIK,0,1.21,-1.21,0,2,0,2,8910,5/20/15 4:00,5/21/15 4:00
283,stocktwits,ANIK,1.9,0,1.9,1,0,0,2,8910,5/19/15 4:00,5/20/15 4:00
284,stocktwits,ANIK,0,0,0,0,0,0,1,8910,5/18/15 4:00,5/19/15 4:00
285,stocktwits,ANIK,0,1.56,-1.56,0,1,0,2,8910,5/15/15 4:00,5/16/15 4:00
286,stocktwits,ANIK,0,0,0,0,0,0,1,8910,5/14/15 4:00,5/15/15 4:00
287,stocktwits,ANIK,1.05,0,1.05,1,0,0,1,8910,5/12/15 4:00,5/13/15 4:00
